npp,age,biomass,season,temp,precip,teb,leaf
2084,104.429,18198.4,11,25.28333333,1888,0.55,broadleaf
2234,333.268,54522.6,12,26.91666667,2348.5,0.6,broadleaf
2714,213.382,41357.8,12,26.91666667,2348.5,0.6,broadleaf
2828,114.231,31556.8,12,26.725,2784.4,1.25,broadleaf
2882,113.477,21417,12,26.725,2784.4,1.25,broadleaf
774,79,11188,3,-3.533333333,407.8,1.8,broadleaf
1052,60,24520,6,7.991666667,1128.7,2.05,broadleaf
3100,60.697,16020.4,12,24.08333333,1079.3,2.05,broadleaf
2254,100.659,16552.8,12,24.08333333,1079.3,2.05,broadleaf
785,23,7380,6,5.3,2032.6,2.05,needle
1673,180,58330,6,5.3,2032.6,2.05,needle
630,20,2520,5,6.766666667,857.4,2.05,needle
920,100,32300,5,6.766666667,857.4,2.05,needle
1080,105,41100,5,6.766666667,857.4,2.05,needle
820,110,34600,5,6.766666667,857.4,2.05,needle
633,250,40000,5,6.766666667,857.4,2.05,needle
1530,103,49200,5,5.741666667,700.4,2.05,needle
1400,103,50600,5,5.741666667,700.4,2.05,needle
1600,103,54400,5,5.741666667,700.4,2.05,needle
990,105,34500,5,6.033333333,893.3,2.05,needle
1310,103,48800,5,5.741666667,700.4,2.05,needle
1570,103,50000,5,5.741666667,700.4,2.05,needle
1360,103,52900,5,5.741666667,700.4,2.05,needle
1560,103,61800,5,5.741666667,700.4,2.05,needle
2000,103,79400,5,5.741666667,700.4,2.05,needle
1675,450,91540,6,8.091666667,1603.8,2.05,needle
2352,23,7923,6,5.3,2032.6,2.05,needle
2487,180,59148,6,5.3,2032.6,2.05,needle
1936,10,7120,6,6.991666667,2380.2,2.05,needle
1428,40,31061,6,6.991666667,2380.2,2.05,needle
1218,40,41062,6,6.991666667,2380.2,2.05,needle
1719,70,41170,6,6.991666667,2380.2,2.05,needle
1905,70,47344,6,6.991666667,2380.2,2.05,needle
2989,47,39236,12,19.05,1590.7,2.2,broadleaf
2371,41,22451,12,21.64166667,1660.1,2.2,broadleaf
2168,110,57285,12,23.63333333,1820.1,2.2,broadleaf
1719,22,10090,12,22.94166667,1688.2,2.2,broadleaf
1923,49,32458,12,24.64166667,1233.5,2.2,broadleaf
1141,16,7562,12,21.64166667,89.6,2.2,needle
2346,25,18739,12,13.80833333,1174.1,2.4,broadleaf
1213,34,11415,9,15.3,1218.6,2.4,broadleaf
684,36,6746,12,17.25,1276.5,2.4,broadleaf
1843,42,15895,12,18.04166667,1368.5,2.4,broadleaf
1498,30,15976,9,15.3,106.7,2.4,needle
2038,18,14663,12,16.88333333,103.7,2.4,needle
1194,48,15426,9,14.46666667,1325.2,2.4,needle
1175,34,12887,9,15.3,1218.6,2.4,needle
3044,22,20635,12,23.81666667,1631.1,2.45,broadleaf
1785,28,15350,11,15.475,1629.7,2.45,broadleaf
2724,49,32437,12,16.83333333,1558.8,2.45,broadleaf
2720,97,53173,12,22.8,1696.9,2.45,broadleaf
844,140,31090,10,9.775,758,2.55,broadleaf
1890,90,35500,8,7.741666667,638.8,2.6,broadleaf
1720,90,37360,8,7.741666667,638.8,2.6,broadleaf
1340,100,25900,8,7.741666667,638.8,2.6,broadleaf
1066,40,11410,6,3.5,555.1,2.65,broadleaf
348,28,2410,6,3.275,601.3,2.65,needle
680,45,9210,6,3.275,601.3,2.65,needle
530,47,5170,6,3.275,601.3,2.65,needle
424,260,13318,4,-1.016666667,558.1,2.65,needle
2509,50,29779,12,18.575,1584.4,2.7,broadleaf
1823,25,15202,12,20.14166667,1600.7,2.7,broadleaf
2191,27,17346,12,18.09166667,1685.6,2.7,broadleaf
1268,85,23709,12,17.73333333,988.4,2.7,broadleaf
1099,71,19560,12,18.88333333,145.1,2.7,needle
791,27,6575,12,15.85,1159.7,3.15,broadleaf
1783,51,27290,12,17.66666667,1462.4,3.15,broadleaf
2350,35,23084,12,16.11666667,1718.4,3.15,broadleaf
1644,40,20723,12,16.11666667,1718.4,3.15,broadleaf
1321,60,22046,11,14.55,1722.5,3.15,broadleaf
2013,32,21627,12,15.425,1725.1,3.15,broadleaf
1491,44,22574,12,18.18333333,1328.5,3.15,broadleaf
1554,20,10816,12,19.19166667,1047,3.15,broadleaf
2315,81,38807,12,15.74166667,1696.9,3.15,broadleaf
1641,20,11253,12,15.83333333,1392.6,3.15,broadleaf
985,50,12671,12,15.83333333,1392.6,3.15,broadleaf
1337,40,14298,12,15.375,1266.7,3.15,broadleaf
1426,35,13802,11,14.375,1308.8,3.15,broadleaf
1438,22,10463,12,15.375,1266.7,3.15,broadleaf
1450,40,15573,12,15.375,1266.7,3.15,broadleaf
1775,20,12802,11,13.76666667,1266.8,3.15,broadleaf
2136,41,24023,12,15.34166667,1210.2,3.15,broadleaf
1066,30,9765,12,15.53333333,1247.5,3.15,broadleaf
3034,39,32869,11,15.15,1492.7,3.15,broadleaf
1828,65,28051,11,14.35,1252.6,3.15,broadleaf
2682,50,33300,12,15.575,1385.4,3.15,broadleaf
2051,20,14078,10,12.7,1358.9,3.15,broadleaf
1030,80,20094,11,14.375,1308.8,3.15,broadleaf
1205,25,9667,12,16.7,1356.7,3.15,broadleaf
1131,30,10246,12,15.85833333,1401,3.15,broadleaf
2898,25,26020,12,15.86666667,1401,3.15,broadleaf
736,30,7549,12,17.53333333,1381.7,3.15,broadleaf
952,50,11907,12,17.53333333,1381.7,3.15,broadleaf
1128,40,12061,12,16.73333333,1351.8,3.15,broadleaf
829,50,10151,12,15.83333333,1351.8,3.15,broadleaf
1562,30,15904,12,17.14166667,1331.3,3.15,broadleaf
1137,38,11958,12,16.73333333,1351.8,3.15,broadleaf
1520,20,10451,12,17.26666667,1296,3.15,broadleaf
1520,25,13725,12,15.53333333,1292.7,3.15,broadleaf
1813,40,20217,12,16.44166667,1260.8,3.15,broadleaf
1519,46,22187,12,17.025,1235.9,3.15,broadleaf
1865,30,16843,12,16.425,1325.8,3.15,broadleaf
1570,110,31334,11,15.21666667,1246.8,3.15,broadleaf
1487,30,13556,11,14.04166667,1198.5,3.15,broadleaf
1143,24,9803,11,13.93333333,1198.5,3.15,broadleaf
1317,23,9979,12,15.05,1170.2,3.15,broadleaf
1239,20,8641,11,14.13333333,1209.5,3.15,broadleaf
1467,20,10132,12,16.73333333,1300,3.15,broadleaf
970,45,11425,12,16.50833333,1292.3,3.15,broadleaf
1234,70,18467,12,16.05833333,1253.8,3.15,broadleaf
927,40,10293,12,15.5,1272.2,3.15,broadleaf
2021,51,24358,12,16.65833333,1390.5,3.15,broadleaf
605,70,12698,12,18.9,108.3,3.15,needle
1363,46,18863,12,15.56666667,94.3,3.15,needle
1084,30,9962,11,15.21666667,96.9,3.15,needle
2299,30,22494,12,15.74166667,93,3.15,needle
1123,25,9041,11,14.375,92.1,3.15,needle
946,27,8501,11,14.29166667,85.6,3.15,needle
2089,36,22057,12,17.26666667,1296,3.4,broadleaf
865,40,10594,12,15.53333333,1292.7,3.4,broadleaf
1609,30,14221,12,17.95,1789.8,3.4,broadleaf
1703,25,13874,12,19.725,1179.8,3.4,broadleaf
1336,26,11118,12,16.7,1356.7,3.4,broadleaf
1306,30,11870,12,16.43333333,1460.7,3.4,broadleaf
932,30,8491,12,17.14166667,1331.3,3.4,broadleaf
1676,46,19796,12,17.14166667,1331.3,3.4,broadleaf
1749,21,12581,12,19.175,1224.5,3.4,broadleaf
1666,35,13302,11,16.69166667,1544,3.4,broadleaf
1280,58,19487,12,17.75,147.7,3.4,needle
993,57,18763,12,18.9,108.3,3.4,needle
1196,28,11014,12,19.75833333,99.9,3.4,needle
1604,30,15262,10,13.45,89.3,3.4,needle
1161,61,10416,7,6.908333333,646.5,3.45,broadleaf
495,43,7176,7,8.208333333,746.3,3.45,broadleaf
1137,48,12319,9,12.225,916.1,3.45,broadleaf
1554,87,27235,12,15.45833333,1187.9,3.45,broadleaf
1506,58,19331,11,15.03333333,1094.5,3.45,broadleaf
1067,70,15752,12,14.25,1067.8,3.45,broadleaf
1565,30,14217,12,15.71666667,1408.9,3.45,broadleaf
774,30,8099,11,13.60833333,1244.5,3.45,broadleaf
1081,22,8831,11,13.16666667,933.2,3.45,broadleaf
1570,50,19898,12,16.43333333,1460.7,3.45,broadleaf
1699,22,13854,11,14.29166667,1378.3,3.45,broadleaf
1016,41,11047,12,15.7,1087.2,3.45,broadleaf
1286,31,12045,12,14.16666667,1087.2,3.45,broadleaf
882,40,9828,12,14.16666667,1087.2,3.45,broadleaf
1153,43,12714,11,13.875,1100.4,3.45,broadleaf
966,80,15728,11,13.29166667,1103.2,3.45,broadleaf
1200,70,18476,12,14.475,1103.2,3.45,broadleaf
855,70,12972,11,13.29166667,1103.2,3.45,broadleaf
1158,41,12972,11,13.29166667,1127,3.45,broadleaf
1228,31,9882,12,15.825,1237.7,3.45,broadleaf
998,50,18056,11,14.65,1024.7,3.45,broadleaf
1137,58,16804,9,10.51666667,1054.9,3.45,broadleaf
734,70,17166,7,9.116666667,975.9,3.45,broadleaf
1339,45,17565,9,12.03333333,1051.5,3.45,broadleaf
602,180,19400,5,1.35,600.5,3.45,broadleaf
1452,31,15546,5,4.908333333,625.4,3.45,needle
780,76,14003,9,12.225,916.1,3.45,needle
750,100,28381,7,9.941666667,930.6,3.45,needle
581,50,8156,6,5.008333333,712.1,3.45,needle
865,50,14655,11,13.59166667,1066.2,3.45,needle
1046,25,10473,12,15.25833333,1015.5,3.45,needle
939,30,10944,11,13.8,1048.4,3.45,needle
702,50,12079,12,14.69166667,1027.9,3.45,needle
1306,30,15198,12,14.69166667,1027.9,3.45,needle
752,45,11719,11,13.85,1050.7,3.45,needle
741,35,9639,7,9.25,951.7,3.45,needle
644,70,13085,11,14.63333333,1024.7,3.45,needle
764,35,10013,12,14.88333333,1035.1,3.45,needle
744,45,11707,12,16.41666667,1004.2,3.45,needle
1237,100,31308,10,13.21666667,141.6,3.45,needle
1432,23,9481,7,8.433333333,132.9,3.45,needle
2168,28,21882,9,14.53333333,99.1,3.45,needle
1388,160,24849,12,15.33333333,94.8,3.45,needle
1354,29,9288,7,8.683333333,903.1,3.45,needle
795,74,13559,12,14.94166667,1077.1,3.45,needle
1148,36,12731,12,14.25,1067.8,3.45,needle
729,29,6597,12,15.86666667,1305.5,3.45,needle
2663,49,27215,12,22.68333333,1847.3,3.55,broadleaf
1809,18,9925,12,22.6,1970.6,3.55,broadleaf
1755,39,15511,8,22.78333333,82.7,3.55,needle
2070,20,12810,12,19.54166667,1470,3.8,broadleaf
1855,42,21687,12,15.13333333,1675,3.8,broadleaf
1627,3,4739,12,15.13333333,1675,3.8,broadleaf
1873,34,17882,12,15.46666667,1564.2,3.8,broadleaf
2230,21,15680,12,17.23333333,1531.8,3.8,broadleaf
1569,75,28821,12,16.06666667,1453.6,3.8,broadleaf
2342,22,17161,12,16.04166667,1503.4,3.8,broadleaf
1854,26,15415,12,15.6,1883.2,3.8,broadleaf
1810,55,22639,12,15.71666667,1660.8,3.8,broadleaf
1423,60,23290,11,15.35833333,1660.8,3.8,broadleaf
2076,55,25924,10,13.59166667,1842.1,3.8,broadleaf
1433,64,19694,12,16.85,1554.7,3.8,broadleaf
2649,22,19861,12,16.425,1630.8,3.8,broadleaf
1520,55,30032,9,13.10833333,1121.7,3.8,broadleaf
533,80,11265,10,13.025,1015.6,3.8,needle
1372,53,22682,12,17.44166667,108.9,3.8,needle
1385,21,10560,12,15.575,98.7,3.8,needle
1484,30,13847,11,15.525,95.7,3.8,needle
1155,30,11663,12,15.13333333,89.7,3.8,needle
2033,54,36693,12,16.50833333,96.1,3.8,needle
713,32,7722,9,14.125,1509.7,3.8,needle
1007,53,18495,12,17.44166667,1792.7,3.8,needle
748,220,26425,7,9.908333333,952.1,3.8,needle
1380,222,57820,9,12.06666667,1710.6,3.9,broadleaf
916,30,14560,9,14.1,1322.6,3.9,broadleaf
1082,30,16092,9,14.1,1322.6,3.9,broadleaf
760,30,13338,9,14.1,1322.6,3.9,broadleaf
824,30,14562,9,14.1,1322.6,3.9,needle
1680,43,21196,10,12.7,1358.9,3.95,broadleaf
2251,40,23962,11,14.90833333,1822.6,3.95,broadleaf
1200,130,19515,12,15.60833333,1471,4.05,broadleaf
633,51,9895,12,15.7,1076.2,4.05,broadleaf
912,35,8987,12,14.475,1103.2,4.05,broadleaf
1481,30,15625,12,15.775,1088.9,4.05,broadleaf
1829,31,17225,12,16.5,1280.2,4.05,broadleaf
918,46,13335,12,15.925,1203.1,4.05,broadleaf
876,30,8041,12,14.04166667,1127,4.05,broadleaf
1361,32,15249,12,14.69166667,1287.9,4.05,broadleaf
925,38,11499,12,15.10833333,1276,4.05,broadleaf
1371,22,9939,10,13.19166667,1320.3,4.05,broadleaf
2071,21,14852,12,17.69166667,1206.2,4.05,broadleaf
1540,25,13780,12,17.26666667,1296,4.05,broadleaf
1477,59,19335,11,14.99166667,1572,4.05,broadleaf
2539,111,41481,11,14.90833333,1623.2,4.05,broadleaf
2166,90,38239,12,17.35833333,1812.6,4.05,broadleaf
3116,55,39025,12,18.61666667,1734.8,4.05,broadleaf
1863,35,21314,12,16.66666667,1678.1,4.05,broadleaf
1755,35,17037,11,14.35833333,1586.8,4.05,broadleaf
1739,24,13286,11,15.53333333,1447.3,4.05,broadleaf
1122,60,18259,12,16.89166667,1453.6,4.05,broadleaf
2636,50,31272,12,16.7,1532.1,4.05,broadleaf
1822,24,15639,12,15.49166667,1900,4.05,broadleaf
2020,29,20030,12,15.6,1883.2,4.05,broadleaf
2613,23,19465,11,15.15833333,1499.5,4.05,broadleaf
2255,19,15604,11,15.15833333,1499.5,4.05,broadleaf
1979,65,27422,11,15.49166667,1467.3,4.05,broadleaf
1678,45,18831,11,15.84166667,1509.3,4.05,broadleaf
1273,35,14486,11,15.84166667,1509.3,4.05,broadleaf
877,105,22221,9,11.2,882.3,4.05,broadleaf
1522,53,24567,12,15.05,1163.5,4.05,broadleaf
1850,40,17906,11,13.29166667,1127,4.05,broadleaf
986,55,15782,12,15.2,1303.2,4.05,needle
2287,25,19801,12,16.18333333,96.9,4.05,needle
1821,19,13682,12,15.59166667,93.2,4.05,needle
552,40,7772,8,12.34166667,76.2,4.25,broadleaf
1210,120,35440,8,8.733333333,955.2,4.7,broadleaf
1612,114,25161,12,17.56666667,1809.7,4.8,broadleaf
2258,25,14878,12,16.79166667,1862.6,4.8,broadleaf
1456,45,18483,12,18.175,1780,4.8,broadleaf
1816,120,39191,12,17.84166667,1771,4.8,broadleaf
1967,200,56526,12,18.23333333,1740.3,4.8,broadleaf
1565,40,20049,12,18.89166667,1697.6,4.8,broadleaf
2240,29,20546,12,17.375,1797,4.8,broadleaf
2550,99,55018,12,19.54166667,1625.5,4.8,broadleaf
2057,45,21973,12,19.74166667,1686.3,4.8,broadleaf
3125,55,39281,12,18.13333333,1780.6,4.8,broadleaf
3112,80,49566,12,18.13333333,1780.6,4.8,broadleaf
2646,50,31462,12,18.74166667,1637.1,4.8,broadleaf
2961,100,35352,12,20.26666667,1731.9,4.8,broadleaf
848,29,8650,12,15.33333333,1689.1,4.8,broadleaf
2586,31,25683,12,15.05,1675.4,4.8,broadleaf
1818,44,25198,12,18.09166667,1612.7,4.8,broadleaf
1541,24,12070,12,16.94166667,1044.4,4.8,broadleaf
1605,17,9759,12,17.78333333,1710.7,4.8,broadleaf
2777,30,24648,12,17.66666667,1643.3,4.8,broadleaf
2513,78,51948,12,18.11666667,1219.6,4.8,broadleaf
1700,25,13898,12,19.725,1179.1,4.8,broadleaf
1151,45,13977,12,19.29166667,1203,4.8,broadleaf
2275,80,34836,12,16.63333333,1417.5,4.8,broadleaf
1542,65,21333,12,17.29166667,1529.7,4.8,broadleaf
2136,54,27853,12,16.725,1560.7,4.8,broadleaf
3229,31,31694,11,17.725,1465.6,4.8,broadleaf
1750,7,9957,10,15.475,1652.4,4.8,broadleaf
1630,46,19574,10,15.475,1652.4,4.8,broadleaf
2220,43,25440,11,16.825,1652.4,4.8,broadleaf
1042,90,20974,7,9.116666667,1009.3,4.8,broadleaf
686,48,11565,12,19.86666667,109.8,4.8,needle
2014,54,37162,12,18.09166667,91.5,4.8,needle
1223,28,11395,12,16.90833333,90.1,4.8,needle
1041,101,24308,12,15.05,92.9,4.8,needle
1964,20,10004,12,16.9,98.7,4.8,needle
2117,28,19115,12,16.85833333,99.5,4.8,needle
2304,52,39675,12,16.44166667,97.2,4.8,needle
1127,22,8977,12,16.825,1652.4,4.8,needle
2062,35,30810,12,15.59166667,1806.8,4.8,needle
2163,50,42690,12,16.56666667,2074.4,5.15,broadleaf
1857,50,44020,12,16.56666667,2074.4,5.15,broadleaf
1762,50,47000,12,16.56666667,2074.4,5.15,broadleaf
673,121,49070,11,14.65833333,2162.3,5.15,needle
1860,20,8530,8,11.89166667,1652.2,5.15,needle
1680,70,17840,8,11.89166667,1652.2,5.15,needle
1450,90,28520,8,11.89166667,1652.2,5.15,needle
1280,130,31100,8,11.89166667,1652.2,5.15,needle
607,443,58330,11,14.65833333,2162.3,5.15,needle
1130,48,30330,12,15.85833333,2240.6,5.15,needle
1380,50,27360,12,15.85833333,2240.6,5.15,needle
1440,48,31780,12,15.85833333,2240.6,5.15,needle
1100,50,26380,12,15.85833333,2240.6,5.15,needle
870,443,68854,10,14.425,2069,5.15,needle
1394,145,60834,10,14.425,2069,5.15,needle
977,86,27829,4,3.4,621.5,5.3,needle
1493,121,36392,12,14.70833333,1112.7,5.5,broadleaf
955.9,5.5,3872,12,24.125,3069.2,6,broadleaf
1210,22.5,13189,12,24.125,3069.2,6,broadleaf
1028.5,22.5,8712,12,24.125,3069.2,6,broadleaf
1488.3,50,9680,12,24.125,3069.2,6,broadleaf
1127,150,35700,10,13.25,1654.1,6.6,broadleaf
1090,150,31734,8,11.4,1709.2,6.6,broadleaf
1110,100,25800,6,7.483333333,1426.4,6.6,needle
4370,26,23110,12,9.691666667,1689.1,6.6,needle
2520,121,105820,12,9.691666667,1689.1,6.6,needle
1600,9.2,2320,6,5.866666667,1441.1,6.75,broadleaf
1061,23,7531,9,11.81666667,797,7,broadleaf
1971,25,16080,11,13.63333333,1290.3,7,broadleaf
694,30,8128,11,14.58333333,833.1,7,needle
865,36,6656,5,5.275,576.6,8,broadleaf
923,33,8657,5,4.691666667,481.6,8,broadleaf
542,28,10360,7,7.341666667,383.1,8,broadleaf
741,56,6299,7,8.758333333,635.2,8.15,broadleaf
609,41,7075,7,10.475,568.8,8.15,broadleaf
952,65,8788,7,6.125,601.5,8.15,broadleaf
1876,34,16901,7,7.391666667,422.7,8.15,broadleaf
444,59,5883,7,7.366666667,576.3,8.15,broadleaf
332,47,4289,7,9.916666667,600.1,8.15,needle
546,33,5736,7,7.35,565.1,8.15,needle
1032,120,14634,2,-0.308333333,717.5,8.6,broadleaf
698,82,11739,7,8.325,753.6,8.6,broadleaf
2387,50,28836,7,8.558333333,676.8,8.6,broadleaf
631,58,8454,1,-2.45,477.6,8.6,broadleaf
488,50,6200,2,-1.541666667,310.8,8.6,broadleaf
1055,45,13080,2,-1.541666667,310.8,8.6,broadleaf
1379,50,19108,6,5.883333333,637.3,8.6,broadleaf
1129,127,29152,2,-1.608333333,457.2,8.6,broadleaf
640,55,9906,5,1.658333333,639.4,8.6,needle
538,65,9702,5,1.658333333,639.4,8.6,needle
441,56,6922,5,1.658333333,639.4,8.6,needle
527,178,31151,5,4.175,663.2,8.6,needle
472,210,23203,4,0.233333333,780.1,8.6,needle
499,143,17498,5,2.616666667,686.5,8.6,needle
639,134,22403,4,1.866666667,715.6,8.6,needle
587,134,22610,4,0.608333333,704.9,8.6,needle
454,169,21037,5,2.625,712.3,8.6,needle
456,138,18910,4,0.416666667,684.6,8.6,needle
580,148,24310,4,1.95,667.9,8.6,needle
599,129,22077,5,4.741666667,716.3,8.6,needle
643,131,25968,7,7.741666667,706.6,8.6,needle
512,142,21501,4,0.95,704.9,8.6,needle
573,135,23366,4,0.608333333,704.9,8.6,needle
607,146,26668,4,0.608333333,691.6,8.6,needle
593,137,21179,4,0.608333333,704.9,8.6,needle
729,92,18993,4,0.6,716.3,8.6,needle
484,142,20529,4,1.95,667.9,8.6,needle
597,133,23269,4,1.95,667.9,8.6,needle
523,90,13503,4,0.4,634.6,8.6,needle
1095,48,12265,4,0.291666667,743.3,8.6,needle
485,214,27280,5,3.55,750.8,8.6,needle
762,133,28372,7,8.325,753.6,8.6,needle
361,113,14773,4,1.508333333,625.5,8.6,needle
479,100,16068,3,-0.658333333,633.2,8.6,needle
477,150,20780,4,3.016666667,617.2,8.6,needle
574,116,21790,4,0.625,654.3,8.6,needle
581,140,32134,2,0.55,452.4,8.6,needle
574,131,24878,2,-1.541666667,310.8,8.6,needle
606,105,16114,2,-1.541666667,310.8,8.6,needle
659,125,26011,4,2,565.1,8.6,needle
1316,115,55901,3,-3.25,269.1,8.6,needle
742,108,21810,2,-4.516666667,215,8.6,needle
586,150,30392,6,6.4,713.9,8.6,needle
729,100,27391,7,7.25,954,8.6,needle
600,120,20780,9,11.55,942.7,8.6,needle
545,70,11770,6,5.966666667,873.1,8.6,needle
814,51,14215,5,2.625,698.7,8.6,needle
952,40,14667,7,8.558333333,676.8,8.6,needle
1211,57,17862,2,-1.541666667,310.8,8.6,needle
854,35,8413,2,-1.608333333,457.2,8.6,needle
581,163,11737,2,-1.541666667,310.8,8.6,needle
1264,108,27627,7,8.558333333,676.8,8.6,needle
1423,38,12976,5,4.183333333,304.6,8.7,broadleaf
1090,96,23301,5,3.308333333,593.8,8.7,needle
207,79,5490,4,0.091666667,755.6,8.75,broadleaf
452,128,19844,7,8.666666667,209.1,8.9,needle
503,170,9725,5,0.666666667,386.4,9.15,needle
533,178,28780,7,7.95,245.1,9.4,needle
1010,55,18323,12,16.13333333,146.5,9.55,needle
1311,32,12151,5,2.333333333,654,10.25,broadleaf
910,89,14547,5,0.091666667,678.1,10.25,broadleaf
856,53,11306,4,-3.091666667,472.3,10.25,needle
525,93,12260,3,-5.158333333,446.7,10.25,needle
1111,39,9562,9,14,658.3,10.35,broadleaf
594,43,6772,9,14,658.3,10.35,broadleaf
1134,51,9508,7,9.85,673.5,10.35,broadleaf
1096,47,9220,5,4.908333333,614,10.35,broadleaf
843,37,8602,5,4.05,491.8,10.35,broadleaf
1671,32,15823,5,4.608333333,571.4,10.35,broadleaf
971,62,11721,7,8.3,514.1,10.35,needle
413,52,5748,5,4.733333333,632.1,10.35,needle
