npp,age,biomass,season,temp,precip,teb,leaf
2842,160.225,27128.2,12,25.43333333,2377.2,14.85,broadleaf
799,26,7785,7,8.058333333,517,15.4,broadleaf
1608,37,15327,7,7.483333333,498.9,15.4,broadleaf
710,95,12762,7,9.208333333,851.3,15.4,needle
1082,36,12645,7,7.808333333,498.9,15.4,needle
1304,117,29620,8,8.733333333,955.2,15.5,broadleaf
895,90,16530,8,8.733333333,955.2,15.5,broadleaf
857,135,23690,9,9.025,1024.8,15.5,broadleaf
1646,75,14780,9,9.016666667,1014.5,15.5,broadleaf
612,84,10616,5,3.375,567.7,15.6,broadleaf
1306,37,13350,5,2.5,656.3,15.6,broadleaf
1264,40,14057,5,3.4,641.7,15.6,broadleaf
842,140,19732,5,2.5,648.3,15.6,broadleaf
1095,49,12862,5,2.083333333,605.3,15.6,broadleaf
1836,26,14124,5,2.75,656.3,15.6,broadleaf
1601,44,17084,5,3.4,641.7,15.6,broadleaf
1104,63,14709,5,0.233333333,585.7,15.6,broadleaf
1277,35,9046,5,3.225,623,15.6,broadleaf
1263,58,14608,5,2.5,648.3,15.6,broadleaf
1429,40,13268,5,3.058333333,635.5,15.6,broadleaf
1401,78,19507,5,3.925,625.7,15.6,broadleaf
1338,83,12110,6,6.975,983.7,15.6,broadleaf
1689,95,17760,6,6.975,983.7,15.6,broadleaf
1794,124,18920,6,6.975,983.7,15.6,broadleaf
2765,93,50965,12,21.8,2077.9,15.6,broadleaf
1078,110,15160,5,3.633333333,1310.1,15.6,broadleaf
765,85,13417,5,0.233333333,585.7,15.6,needle
1363,177,24047,5,2.5,648.3,15.6,needle
851,160,24609,5,3.225,623,15.6,needle
1028,142,25695,5,2.5,648.3,15.6,needle
1531,35,17074,7,7.441666667,848.6,15.6,needle
356,40,5017,3,11.44166667,51.5,16,broadleaf
1588,31,13322,9,14.09166667,906.6,17,broadleaf
454,159,12542,9,14.09166667,906.6,17,needle
654,39,6505,3,-3.758333333,459.6,17.85,needle
750,107,19411,5,-0.283333333,196.3,17.85,needle
852,116,35392,6,4.275,463.6,17.85,needle
702,103,13638,5,2.441666667,661.4,18.05,broadleaf
1695,44,18387,5,-3.5,487.6,18.05,broadleaf
1376,81,15567,5,2.441666667,661.4,18.05,broadleaf
607,33,5923,5,11.9,56.9,18.05,broadleaf
381,111,8683,5,-3.441666667,485,18.05,needle
919,53,12167,3,-5.308333333,502.4,18.05,needle
692,80,12820,3,-5.308333333,502.4,18.05,needle
986,100,20465,5,-3.441666667,485,18.05,needle
940,104,20335,5,0.8,634,18.05,needle
439,134,12743,5,-3.441666667,505.5,18.05,needle
684,53,9186,3,-5.308333333,502.4,18.05,needle
2021,130,33000,7,7.35,822.2,18.5,broadleaf
2400,50,24724,12,26.925,1089.3,18.8,broadleaf
885,156,26909,5,2.891666667,166.6,19.75,needle
795,33,8322,7,6.633333333,596.5,20.1,broadleaf
1030,32,11690,7,6.275,604.5,20.1,broadleaf
1102,53,9113,7,11.26666667,661.7,20.1,broadleaf
748,24,5088,9,13.05833333,600.2,20.1,broadleaf
679,61,10037,7,11.26666667,661.7,20.1,broadleaf
1208,52,10491,7,9.741666667,716.3,20.1,broadleaf
544,46,4479,7,9.741666667,716.3,20.1,broadleaf
589,36,4854,9,12.55833333,604.4,20.1,broadleaf
917,76,15103,7,9.741666667,716.3,20.1,broadleaf
395,56,5296,7,8.208333333,746.3,20.1,broadleaf
930,68,14345,7,11.2,703.3,20.1,broadleaf
1110,37,8346,7,8.958333333,725.3,20.1,broadleaf
282,70,4208,7,8.608333333,713.5,20.1,broadleaf
933,62,8793,7,9.258333333,674.5,20.1,broadleaf
835,60,7863,7,8.333333333,665.9,20.1,broadleaf
819,67,7455,7,8.433333333,663,20.1,broadleaf
671,49,5728,7,8.758333333,663,20.1,broadleaf
891,56,8337,7,9.6,610.8,20.1,broadleaf
492,60,4939,7,7.008333333,661,20.1,broadleaf
788,58,11124,7,7.375,641.6,20.1,broadleaf
671,36,6946,7,8.808333333,629.8,20.1,broadleaf
1113,51,9682,6,5.008333333,712.1,20.1,broadleaf
1158,39,9164,7,7.491666667,665.5,20.1,broadleaf
760,33,7660,7,7.491666667,665.5,20.1,broadleaf
828,66,7450,6,5.008333333,712.1,20.1,broadleaf
846,53,7266,6,5.008333333,712.1,20.1,broadleaf
1175,54,10373,7,7.775,622.4,20.1,broadleaf
802,35,6027,7,7.491666667,665.5,20.1,broadleaf
644,30,6123,7,9.708333333,668.7,20.1,broadleaf
683,60,6358,7,9.016666667,563.6,20.1,broadleaf
1307,59,11262,7,6.783333333,615.1,20.1,broadleaf
1281,46,10785,7,6.491666667,615.1,20.1,broadleaf
727,74,6747,7,6.058333333,630.6,20.1,broadleaf
1245,60,11003,7,6.691666667,690,20.1,broadleaf
903,61,8254,7,6.058333333,630.6,20.1,broadleaf
1204,46,9857,7,6.475,584.2,20.1,broadleaf
838,62,7648,7,5.75,597.3,20.1,broadleaf
1284,51,11222,7,5.75,597.3,20.1,broadleaf
1285,47,11106,7,5.75,597.3,20.1,broadleaf
1152,37,8890,7,5.725,551.6,20.1,broadleaf
984,36,7974,6,5.725,551.6,20.1,broadleaf
1052,30,9301,5,2.008333333,465.7,20.1,broadleaf
288,55,5073,7,8.208333333,746.3,20.1,broadleaf
531,29,4570,7,7.7,667.2,20.1,broadleaf
933,34,11217,7,8.808333333,629.8,20.1,broadleaf
857,36,9159,7,7.35,668.7,20.1,broadleaf
592,48,6549,7,6.058333333,630.6,20.1,broadleaf
1052,30,9944,7,6.691666667,690,20.1,broadleaf
888,40,10194,7,5.691666667,617.5,20.1,broadleaf
1326,44,16513,7,6.975,582.8,20.1,broadleaf
839,54,10783,7,6.475,632.1,20.1,broadleaf
428,58,5481,7,5.75,597.3,20.1,broadleaf
960,51,12800,7,6.575,611.6,20.1,broadleaf
518,40,5420,5,4.05,491.8,20.1,broadleaf
1162,36,11981,5,5.275,591.6,20.1,broadleaf
701,48,8338,5,4.608333333,571.4,20.1,broadleaf
833,38,8583,5,4,580.1,20.1,broadleaf
734,98,12235,7,6.733333333,676.4,20.1,broadleaf
691,43,6952,5,1.775,628.9,20.1,needle
1482,53,17462,5,4.383333333,611.6,20.1,needle
587,208,25978,7,6.733333333,676.4,20.1,needle
560,129,23729,3,-0.25,516.4,20.1,needle
572,140,27708,5,5.658333333,567.7,20.1,needle
356,53,5003,7,9.85,673.5,20.1,needle
331,36,3766,7,8.675,610.3,20.1,needle
777,37,8863,7,7.375,641.6,20.1,needle
261,50,3570,7,7.008333333,661,20.1,needle
332,59,5026,7,7.008333333,661,20.1,needle
587,56,8561,7,7.008333333,661,20.1,needle
357,43,4452,7,7.775,622.4,20.1,needle
699,43,8820,6,5.008333333,622.4,20.1,needle
393,68,6371,7,7.841666667,657.4,20.1,needle
427,56,6088,7,6.416666667,657.4,20.1,needle
609,38,7008,7,5.875,667.3,20.1,needle
487,66,7757,7,6.416666667,657.4,20.1,needle
763,36,8507,7,6.416666667,657.4,20.1,needle
392,61,6072,7,6.416666667,657.4,20.1,needle
632,41,7678,7,8.958333333,556.8,20.1,needle
411,46,5357,7,7.025,622.6,20.1,needle
351,61,5527,5,4.733333333,632.1,20.1,needle
393,33,4188,7,5.833333333,591.4,20.1,needle
389,51,5613,5,4.741666667,614.1,20.1,needle
474,59,7243,7,5.75,597.3,20.1,needle
396,59,5906,5,5.833333333,591.4,20.1,needle
355,66,5679,7,5.75,597.3,20.1,needle
522,55,7571,7,5.75,597.3,20.1,needle
333,56,4890,7,5.833333333,591.4,20.1,needle
552,48,7406,7,5.716666667,561.5,20.1,needle
497,52,7156,5,4.775,578.2,20.1,needle
923,42,10540,7,7.675,596.5,20.1,needle
1008,49,13091,5,3.3,467.7,20.1,needle
609,80,12512,5,5.658333333,567.7,20.1,needle
598,58,5278,7,10.99166667,676.6,20.25,broadleaf
754,38,8093,7,9.291666667,652.2,20.25,broadleaf
862,57,11435,7,7.933333333,629.1,20.25,broadleaf
1186,157,38637,5,1.825,175.9,20.25,needle
546,58,10742,7,8.866666667,157.4,20.25,needle
649,95,20160,7,8.866666667,157.4,20.25,needle
938,18,6473,12,8.891666667,1000.5,20.25,needle
502,45,6415,7,8.525,612.7,20.25,needle
1137,26,6426,7,10.28333333,121.7,20.25,needle
495,171,13820,3,-4.05,426.2,20.55,needle
889,59,12130,3,-6.033333333,478.5,20.55,needle
501,50,6848,5,-2.766666667,487.7,20.55,needle
423,171,15306,3,-4.05,426.2,20.55,needle
517,84,14950,7,7.708333333,374.3,21.5,needle
449,130,21670,7,7.708333333,374.3,21.5,needle
1158,212,56660,7,7.708333333,374.3,21.5,needle
936,246,23530,7,7.708333333,374.3,21.5,needle
229,46,2980,7,10.14166667,629.1,24,needle
463,38,5366,7,9.033333333,629.1,24,needle
1479,100,15610,12,17.09166667,1402.1,24.4,broadleaf
1520,54,19567,8,10.24166667,1190.9,24.4,broadleaf
2016,35,22216,12,18.75833333,1722,24.4,broadleaf
1063,53,18227,12,16.10833333,1346.9,24.4,broadleaf
1970,35,20011,12,16.975,1308.8,24.4,broadleaf
1347,35,13655,11,13.63333333,1290.3,24.4,broadleaf
1280,50,15891,12,17.09166667,1402.1,24.4,broadleaf
1216,45,13976,12,17.09166667,1402.1,24.4,broadleaf
1316,55,17251,12,18.36666667,1381.6,24.4,broadleaf
1993,20,13603,12,17.09166667,1402.1,24.4,broadleaf
1467,45,17040,12,18.36666667,1381.6,24.4,broadleaf
817,30,8491,12,17.74166667,1402.1,24.4,broadleaf
1326,30,13797,12,17.40833333,1453.9,24.4,broadleaf
776,50,9362,12,16.975,1381.7,24.4,broadleaf
720,50,11517,12,17.40833333,1381.7,24.4,broadleaf
968,20,7021,12,16.975,1373.6,24.4,broadleaf
1102,46,13238,12,16.78333333,1365.9,24.4,broadleaf
1232,50,15290,12,16.78333333,1523.3,24.4,broadleaf
1782,29,18347,12,16.4,1299.3,24.4,broadleaf
1528,61,23433,10,13.19166667,1320.3,24.4,broadleaf
757,100,15203,7,8.575,668.2,24.4,needle
465,151,12300,8,10.24166667,1190.9,24.4,needle
904,30,7754,8,10.24166667,1190.9,24.4,needle
922,26,8156,7,9.158333333,550.2,26.5,broadleaf
821,30,5918,7,11.55833333,637.3,26.5,broadleaf
513,50,6595,7,11.975,629.8,26.5,broadleaf
1175,57,10532,7,11.025,655.5,26.5,broadleaf
543,49,6964,7,8.85,726.1,26.5,broadleaf
393,44,4560,7,10.275,671.3,26.5,broadleaf
685,56,6261,7,9.258333333,673.5,26.5,broadleaf
1212,76,11031,7,8.333333333,665.9,26.5,broadleaf
1180,56,10271,7,8.433333333,663,26.5,broadleaf
486,50,4156,8,12.65,527.4,26.5,broadleaf
1072,51,9548,7,7.975,644.6,26.5,broadleaf
1185,50,9750,7,7.983333333,640.9,26.5,broadleaf
1000,56,8838,7,7.975,644.6,26.5,broadleaf
1049,34,7846,7,7.283333333,627.8,26.5,broadleaf
633,37,4929,7,7.283333333,622.4,26.5,broadleaf
967,81,9161,7,7.841666667,623.8,26.5,broadleaf
944,51,8085,7,7.283333333,627.8,26.5,broadleaf
1138,45,9179,7,7.775,627.8,26.5,broadleaf
911,52,7943,7,7.283333333,627.8,26.5,broadleaf
736,21,5324,7,8.566666667,571.2,26.5,broadleaf
948,51,8288,7,6.783333333,623.1,26.5,broadleaf
729,55,6409,7,5.875,667.3,26.5,broadleaf
1081,76,10354,7,6.491666667,615.1,26.5,broadleaf
697,59,6514,7,6.058333333,630.6,26.5,broadleaf
839,36,6312,7,8.025,576.3,26.5,broadleaf
1110,43,8738,7,6.85,595.5,26.5,broadleaf
564,56,5129,7,6.85,595.5,26.5,broadleaf
396,69,3604,7,7.35,601.5,26.5,broadleaf
817,35,6234,7,6.125,674.2,26.5,broadleaf
995,52,9091,7,6.975,582.8,26.5,broadleaf
942,41,7891,7,6.975,582.8,26.5,broadleaf
1046,57,9599,7,6.975,582.8,26.5,broadleaf
731,52,6425,7,8.525,539.4,26.5,broadleaf
559,45,6706,7,8.525,539.4,26.5,broadleaf
508,50,6615,7,6.475,584.2,26.5,broadleaf
616,43,5105,7,7.558333333,555.9,26.5,broadleaf
901,64,8274,7,7.558333333,555.9,26.5,broadleaf
551,71,5079,7,5.75,597.3,26.5,broadleaf
662,58,6042,7,6.575,550.6,26.5,broadleaf
699,30,4834,5,5.716666667,574.2,26.5,broadleaf
1048,63,12637,7,7.983333333,534.3,26.5,broadleaf
1289,55,14635,7,8.525,612.7,26.5,broadleaf
953,80,11795,7,7.433333333,682.2,26.5,broadleaf
1218,31,10950,7,9.158333333,550.2,26.5,broadleaf
969,50,11256,5,3.566666667,478.2,26.5,broadleaf
549,35,5389,7,7.7,635.2,26.5,broadleaf
630,65,9250,7,5.875,667.3,26.5,broadleaf
741,48,9482,7,6.125,601.5,26.5,broadleaf
1088,35,11908,5,4.741666667,614.1,26.5,broadleaf
640,41,7113,5,4.383333333,519.1,26.5,broadleaf
1004,31,9555,7,5.725,551.6,26.5,broadleaf
807,37,8700,7,6.525,571.4,26.5,broadleaf
499,49,5887,5,5.008333333,526.6,26.5,broadleaf
607,35,5796,5,4.825,465.7,26.5,broadleaf
596,49,7011,7,7.658333333,648.5,26.5,broadleaf
940,232,32132,7,10.88333333,928.5,26.5,broadleaf
725,54,7870,5,1.658333333,639.4,26.5,needle
834,57,13682,5,4.675,503.6,26.5,needle
426,243,28150,5,3.875,684.3,26.5,needle
842,91,28685,7,8.558333333,792.7,26.5,needle
652,144,26388,7,10.88333333,928.5,26.5,needle
763,156,24335,9,12.125,648.5,26.5,needle
633,170,26789,6,5.05,723.9,26.5,needle
451,128,14726,5,4.416666667,714.3,26.5,needle
1394,109,41352,9,11.89166667,612.3,26.5,needle
494,198,30327,5,4.133333333,737.6,26.5,needle
1169,46,13441,7,8.691666667,771.4,26.5,needle
477,164,21712,5,5.7,669,26.5,needle
377,55,5397,7,9.85,673.5,26.5,needle
352,28,3347,7,9.258333333,674.5,26.5,needle
424,24,3636,7,10.33333333,641.6,26.5,needle
286,35,3136,7,9.258333333,674.5,26.5,needle
211,28,1979,7,10.33333333,641.6,26.5,needle
700,59,10599,7,9.633333333,649.7,26.5,needle
386,60,5799,7,9.4,640.9,26.5,needle
363,33,3856,7,9.091666667,608.1,26.5,needle
368,29,3562,7,7.983333333,640.9,26.5,needle
428,56,6248,7,9.4,600.6,26.5,needle
431,56,6232,7,9.091666667,610.6,26.5,needle
266,56,3824,7,9.091666667,610.6,26.5,needle
202,56,2871,7,9.091666667,610.6,26.5,needle
774,45,11752,7,9.5,561.3,26.5,needle
344,30,3449,7,9.3,591.5,26.5,needle
448,50,6068,7,8.525,612.7,26.5,needle
255,46,3283,7,8.675,610.3,26.5,needle
425,29,4134,7,8.675,610.3,26.5,needle
225,41,2691,7,8.675,610.3,26.5,needle
419,36,4657,7,7.841666667,623.8,26.5,needle
661,62,10242,7,8.45,613.5,26.5,needle
504,39,5897,7,6.416666667,657.4,26.5,needle
442,51,6122,7,7.025,622.6,26.5,needle
277,46,3548,7,7.025,556.8,26.5,needle
347,41,4209,7,7.025,622.6,26.5,needle
711,37,5169,7,6.75,595.5,26.5,needle
527,49,4215,7,6.75,595.5,26.5,needle
365,53,5194,7,6.55,672.9,26.5,needle
421,35,4635,7,6.55,672.9,26.5,needle
355,52,4893,7,6.975,582.8,26.5,needle
515,62,8149,7,8.525,582.8,26.5,needle
453,55,6520,7,6.158333333,663.5,26.5,needle
643,53,9214,7,10.05,582.8,26.5,needle
543,50,7456,7,6.158333333,663.5,26.5,needle
609,64,9761,7,6.975,582.8,26.5,needle
522,61,8278,7,6.475,584.2,26.5,needle
394,55,5568,7,7.558333333,555.9,26.5,needle
819,63,12822,5,4.733333333,632.1,26.5,needle
767,56,11272,7,6.475,584.2,26.5,needle
419,50,5656,7,6.475,555.9,26.5,needle
421,56,6182,7,5.833333333,584.2,26.5,needle
457,54,6612,7,5.833333333,584.2,26.5,needle
417,71,7156,5,4.908333333,614,26.5,needle
818,30,5272,7,6.316666667,583.4,26.5,needle
303,51,4186,7,5.833333333,591.4,26.5,needle
456,47,6027,7,5.75,597.3,26.5,needle
226,47,2975,7,9.283333333,614,26.5,needle
604,56,8906,5,4.908333333,591.4,26.5,needle
472,56,6999,7,5.833333333,591.4,26.5,needle
284,66,4595,5,5.833333333,591.4,26.5,needle
496,41,5961,7,5.75,597.3,26.5,needle
329,56,4711,7,5.75,597.3,26.5,needle
345,62,5339,5,4.383333333,611.6,26.5,needle
301,58,4380,7,6.433333333,565.1,26.5,needle
348,27,3210,7,6.375,584.6,26.5,needle
438,54,6289,7,5.725,551.6,26.5,needle
379,31,3831,7,6.908333333,523.6,26.5,needle
624,50,8564,5,4.608333333,571.4,26.5,needle
559,68,9055,5,4.608333333,571.4,26.5,needle
550,28,5218,5,1.658333333,577.5,26.5,needle
563,51,7756,5,1.658333333,577.5,26.5,needle
853,30,5645,7,11.775,486.4,26.5,needle
580,26,4904,7,8.475,702.4,26.5,needle
801,25,6769,7,9.158333333,550.2,26.5,needle
941,35,11582,7,7.366666667,380.7,26.5,needle
635,93,12479,7,10.88333333,145.1,26.5,needle
724,64,10486,7,10.88333333,928.5,26.5,needle
1064,48,13256,6,6.575,701.6,26.5,needle
1516,60,22670,10,26.11666667,999.9,28.4,broadleaf
954,25,7924,12,15.34166667,1232,28.5,broadleaf
833,39,8782,5,3.466666667,594.9,28.5,broadleaf
1298,222,31562,12,15.05,1170.2,28.5,broadleaf
794,30,8398,7,9.683333333,166.2,28.5,broadleaf
1506,20,9174,11,15.64166667,1474.9,28.5,broadleaf
3033,71,47065,12,20.4,1353.3,28.5,broadleaf
2998,20,20165,12,17.84166667,1771,28.5,broadleaf
2876,40,31451,12,17.85,1788.4,28.5,broadleaf
2550,115,50419,12,17.65,1819.7,28.5,broadleaf
2600,200,42547,12,21.90833333,1733.2,28.5,broadleaf
2251,25,19001,12,22.28333333,1842.5,28.5,broadleaf
1616,20,11041,12,15.35833333,1245.7,28.5,broadleaf
3050,124,65730,12,17.66666667,1761,28.5,broadleaf
1504,59,20075,11,15.59166667,1452.1,28.5,broadleaf
1493,60,20489,12,16.65,1463.4,28.5,broadleaf
2192,20,15199,12,17.4,1321.5,28.5,broadleaf
2030,29,19459,11,15.61666667,1670.2,28.5,broadleaf
2362,47,30508,12,18.01666667,1590.9,28.5,broadleaf
1867,13,10951,12,18.01666667,1590.9,28.5,broadleaf
1118,114,24073,5,3.775,555.2,28.5,needle
811,131,19403,5,3.933333333,555.2,28.5,needle
797,122,33518,7,9.683333333,166.2,28.5,needle
1080,77,22466,10,13.80833333,999.9,28.5,needle
1341,36,16148,12,15.48333333,98.2,28.5,needle
1049,30,15517,12,15.34166667,85.8,28.5,needle
1854,25,15445,12,17.475,107.5,28.5,needle
1241,52,19989,12,18.01666667,104,28.5,needle
1246,21,9171,11,14.29166667,93.2,28.5,needle
1081,102,21261,10,20.4,91.5,28.5,needle
1518,20,13241,12,17.85,109.2,28.5,needle
1107,20,8116,11,16.66666667,1096,28.5,needle
1374,80,32976,10,12.64166667,1455.1,28.5,needle
874,26,8500,12,16.38333333,1812.6,28.5,needle
1653,135,28043,12,16.99166667,1730.7,28.5,needle
621,42,4944,7,9.583333333,662.6,28.8,broadleaf
1115,58,9852,7,6.908333333,646.5,28.8,broadleaf
810,41,6554,7,6.85,639.6,28.8,broadleaf
629,35,6220,7,6.225,694.7,28.8,broadleaf
670,45,7630,12,16.73333333,1351.8,28.8,broadleaf
1639,40,18277,12,14.16666667,1131.5,28.8,broadleaf
459,51,6337,7,6.225,694.7,28.8,needle
445,41,5413,7,6.225,694.7,28.8,needle
429,90,9696,3,0.1,297.6,28.8,needle
912,41,11356,12,14.61666667,1098,28.8,needle
2490,14,16000,12,8.833333333,940.6,29.4,needle
1343,96,46333,7,7.908333333,209.3,29.75,needle
532,25,4646,7,4.658333333,205.6,30.95,broadleaf
751,30,5193,6,4.083333333,175.1,30.95,needle
1072,71,23735,7,4.658333333,205.6,30.95,needle
1165,177,36925,7,5.408333333,164.5,30.95,needle
622,97,21979,6,5.25,186.6,30.95,needle
657,37,5287,7,8.733333333,677.5,31.65,broadleaf
903,40,7107,7,8.3,649.5,31.65,broadleaf
897,76,8328,7,7.975,644.6,31.65,broadleaf
1124,71,10158,7,7.975,644.6,31.65,broadleaf
786,51,6850,7,7.975,644.6,31.65,broadleaf
945,47,8270,7,7,545.5,31.65,broadleaf
567,45,7209,7,8.966666667,665.7,31.65,needle
342,56,4975,7,8.433333333,663,31.65,needle
248,53,3406,7,9.6,609.6,31.65,needle
867,40,6462,7,9.066666667,608.1,31.65,needle
864,27,7273,7,11.6,696.8,31.65,needle
557,71,9166,7,7.841666667,623.8,31.65,needle
367,62,5642,7,7.35,622.6,31.65,needle
320,42,3957,7,6.125,674.2,31.65,needle
407,46,5242,7,6.125,674.2,31.65,needle
308,65,4863,7,6.125,674.2,31.65,needle
506,56,7381,7,6.158333333,663.5,31.65,needle
548,74,9361,7,6.158333333,663.5,31.65,needle
457,66,7383,5,4.908333333,632.1,31.65,needle
986,56,14856,5,4.908333333,614,31.65,needle
481,56,7007,7,7,545.5,31.65,needle
452,42,5580,5,3.816666667,589,31.65,needle
525,132,15067,5,4.158333333,191,32.2,needle
1537,39,6545,4,0.258333333,477.1,32.25,broadleaf
384,100,13229,4,2.391666667,567.8,32.25,needle
640,122,27681,7,7.183333333,179.6,32.65,needle
1343,50,25409,7,11.16666667,1728.5,50.35,broadleaf
686,95,15966,7,11.16666667,1728.5,50.35,broadleaf
438,22,3210,6,2.625,574.6,50.35,needle
629,37,7610,6,2.625,574.6,50.35,needle
675,45,9400,6,2.625,574.6,50.35,needle
713,54,11970,6,2.625,574.6,50.35,needle
834,38,10570,6,2.625,574.6,50.35,needle
435,42,4250,6,2.625,574.6,50.35,needle
639,43,9730,6,2.625,574.6,50.35,needle
339,37,3490,6,2.625,574.6,50.35,needle
707,39,8420,6,2.625,574.6,50.35,needle
547,45,5600,6,2.625,574.6,50.35,needle
702,68,16171,6,2.625,574.6,50.35,needle
690,125,16780,4,-1.241666667,593.2,50.35,needle
401,192,25335,7,11.16666667,1728.5,50.35,needle
585,170,31324,7,11.16666667,1728.5,50.35,needle
1007,270,34300,12,11,634.1,70.65,broadleaf
693,190,19420,8,7.766666667,614.4,70.65,broadleaf
3350,4,8100,12,16.38333333,1863.1,82.2,broadleaf
901,157,23920,5,-0.116666667,1037,82.2,broadleaf
